plate_no,common_name,file_name,img_file,in_dataset,inaturalist_folder,audubon_image,mosaic,mosaic_img,display_img
plate-150,red-eyed-vireo,plate-150-red-eyed-vireo.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/100-199/plate-150-red-eyed-vireo.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/red-eyed-vireo,/Users/estene/Documents/GitHub/audubon/inaturalist/red-eyed-vireo/plate-150-red-eyed-vireo.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/red-eyed-vireo.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-138,connecticut-warbler,plate-138-connecticut-warbler.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/100-199/plate-138-connecticut-warbler.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/connecticut-warbler,/Users/estene/Documents/GitHub/audubon/inaturalist/connecticut-warbler/plate-138-connecticut-warbler.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/connecticut-warbler.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-155,black-throated-blue-warbler,plate-155-black-throated-blue-warbler.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/100-199/plate-155-black-throated-blue-warbler.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/black-throated-blue-warbler,/Users/estene/Documents/GitHub/audubon/inaturalist/black-throated-blue-warbler/plate-155-black-throated-blue-warbler.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/black-throated-blue-warbler.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-178,orange-crowned-warbler,plate-178-orange-crowned-warbler.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/100-199/plate-178-orange-crowned-warbler.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/orange-crowned-warbler,/Users/estene/Documents/GitHub/audubon/inaturalist/orange-crowned-warbler/plate-178-orange-crowned-warbler.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/orange-crowned-warbler.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-268,american-woodcock,plate-268-american-woodcock.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-268-american-woodcock.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/american-woodcock,/Users/estene/Documents/GitHub/audubon/inaturalist/american-woodcock/plate-268-american-woodcock.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/american-woodcock.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-289,solitary-sandpiper,plate-289-solitary-sandpiper.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-289-solitary-sandpiper.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/solitary-sandpiper,/Users/estene/Documents/GitHub/audubon/inaturalist/solitary-sandpiper/plate-289-solitary-sandpiper.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/solitary-sandpiper.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-234,ring-necked-duck,plate-234-ring-necked-duck.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-234-ring-necked-duck.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/ring-necked-duck,/Users/estene/Documents/GitHub/audubon/inaturalist/ring-necked-duck/plate-234-ring-necked-duck.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/ring-necked-duck.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-222,white-ibis,plate-222-white-ibis.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-222-white-ibis.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/white-ibis,/Users/estene/Documents/GitHub/audubon/inaturalist/white-ibis/plate-222-white-ibis.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/white-ibis.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-294,pectoral-sandpiper,plate-294-pectoral-sandpiper.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-294-pectoral-sandpiper.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/pectoral-sandpiper,/Users/estene/Documents/GitHub/audubon/inaturalist/pectoral-sandpiper/plate-294-pectoral-sandpiper.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/pectoral-sandpiper.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-291,herring-gull,plate-291-herring-gull.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-291-herring-gull.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/herring-gull,/Users/estene/Documents/GitHub/audubon/inaturalist/herring-gull/plate-291-herring-gull.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/herring-gull.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-257,double-crested-cormorant,plate-257-double-crested-cormorant.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-257-double-crested-cormorant.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/double-crested-cormorant,/Users/estene/Documents/GitHub/audubon/inaturalist/double-crested-cormorant/plate-257-double-crested-cormorant.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/double-crested-cormorant.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-244,common-gallinule,plate-244-common-gallinule.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-244-common-gallinule.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/common-gallinule,/Users/estene/Documents/GitHub/audubon/inaturalist/common-gallinule/plate-244-common-gallinule.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/common-gallinule.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-211,great-blue-heron,plate-211-great-blue-heron.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-211-great-blue-heron.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/great-blue-heron,/Users/estene/Documents/GitHub/audubon/inaturalist/great-blue-heron/plate-211-great-blue-heron.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/great-blue-heron.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-259,horned-grebe,plate-259-horned-grebe.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-259-horned-grebe.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/horned-grebe,/Users/estene/Documents/GitHub/audubon/inaturalist/horned-grebe/plate-259-horned-grebe.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/horned-grebe.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-255,red-phalarope,plate-255-red-phalarope.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-255-red-phalarope.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/red-phalarope,/Users/estene/Documents/GitHub/audubon/inaturalist/red-phalarope/plate-255-red-phalarope.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/red-phalarope.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-232,hooded-merganser,plate-232-hooded-merganser.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-232-hooded-merganser.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/hooded-merganser,/Users/estene/Documents/GitHub/audubon/inaturalist/hooded-merganser/plate-232-hooded-merganser.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/hooded-merganser.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-205,virginia-rail,plate-205-virginia-rail.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-205-virginia-rail.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/virginia-rail,/Users/estene/Documents/GitHub/audubon/inaturalist/virginia-rail/plate-205-virginia-rail.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/virginia-rail.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-210,least-bittern,plate-210-least-bittern.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-210-least-bittern.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/least-bittern,/Users/estene/Documents/GitHub/audubon/inaturalist/least-bittern/plate-210-least-bittern.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/least-bittern.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-280,black-tern,plate-280-black-tern.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-280-black-tern.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/black-tern,/Users/estene/Documents/GitHub/audubon/inaturalist/black-tern/plate-280-black-tern.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/black-tern.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-296,barnacle-goose,plate-296-barnacle-goose.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-296-barnacle-goose.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/barnacle-goose,/Users/estene/Documents/GitHub/audubon/inaturalist/barnacle-goose/plate-296-barnacle-goose.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/barnacle-goose.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-201,canada-goose,plate-201-canada-goose.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-201-canada-goose.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/canada-goose,/Users/estene/Documents/GitHub/audubon/inaturalist/canada-goose/plate-201-canada-goose.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/canada-goose.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-230,sanderling,plate-230-sanderling.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-230-sanderling.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/sanderling,/Users/estene/Documents/GitHub/audubon/inaturalist/sanderling/plate-230-sanderling.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/sanderling.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-228,green-winged-teal,plate-228-green-winged-teal.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-228-green-winged-teal.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/green-winged-teal,/Users/estene/Documents/GitHub/audubon/inaturalist/green-winged-teal/plate-228-green-winged-teal.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/green-winged-teal.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-281,great-white-heron,plate-281-great-white-heron.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-281-great-white-heron.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/great-white-heron,/Users/estene/Documents/GitHub/audubon/inaturalist/great-white-heron/plate-281-great-white-heron.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/great-white-heron.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-239,american-coot,plate-239-american-coot.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/200-299/plate-239-american-coot.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/american-coot,/Users/estene/Documents/GitHub/audubon/inaturalist/american-coot/plate-239-american-coot.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/american-coot.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-310,spotted-sandpiper,plate-310-spotted-sandpiper.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/300-399/plate-310-spotted-sandpiper.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/spotted-sandpiper,/Users/estene/Documents/GitHub/audubon/inaturalist/spotted-sandpiper/plate-310-spotted-sandpiper.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/spotted-sandpiper.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-314,black-headed-gull,plate-314-black-headed-gull.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/300-399/plate-314-black-headed-gull.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/black-headed-gull,/Users/estene/Documents/GitHub/audubon/inaturalist/black-headed-gull/plate-314-black-headed-gull.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/black-headed-gull.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-387,glossy-ibis,plate-387-glossy-ibis.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/300-399/plate-387-glossy-ibis.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/glossy-ibis,/Users/estene/Documents/GitHub/audubon/inaturalist/glossy-ibis/plate-387-glossy-ibis.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/glossy-ibis.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-312,long-tailed-duck,plate-312-long-tailed-duck.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/300-399/plate-312-long-tailed-duck.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/long-tailed-duck,/Users/estene/Documents/GitHub/audubon/inaturalist/long-tailed-duck/plate-312-long-tailed-duck.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/long-tailed-duck.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-333,green-heron,plate-333-green-heron.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/300-399/plate-333-green-heron.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/green-heron,/Users/estene/Documents/GitHub/audubon/inaturalist/green-heron/plate-333-green-heron.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/green-heron.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-305,purple-gallinule,plate-305-purple-gallinule.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/300-399/plate-305-purple-gallinule.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/purple-gallinule,/Users/estene/Documents/GitHub/audubon/inaturalist/purple-gallinule/plate-305-purple-gallinule.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/purple-gallinule.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-313,blue-winged-teal,plate-313-blue-winged-teal.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/300-399/plate-313-blue-winged-teal.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/blue-winged-teal,/Users/estene/Documents/GitHub/audubon/inaturalist/blue-winged-teal/plate-313-blue-winged-teal.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/blue-winged-teal.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-374,sharp-shinned-hawk,plate-374-sharp-shinned-hawk.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/300-399/plate-374-sharp-shinned-hawk.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/sharp-shinned-hawk,/Users/estene/Documents/GitHub/audubon/inaturalist/sharp-shinned-hawk/plate-374-sharp-shinned-hawk.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/sharp-shinned-hawk.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-360,winter-wren,plate-360-winter-wren.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/300-399/plate-360-winter-wren.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/winter-wren,/Users/estene/Documents/GitHub/audubon/inaturalist/winter-wren/plate-360-winter-wren.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/winter-wren.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-381,snow-goose,plate-381-snow-goose.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/300-399/plate-381-snow-goose.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/snow-goose,/Users/estene/Documents/GitHub/audubon/inaturalist/snow-goose/plate-381-snow-goose.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/snow-goose.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-385,bank-swallow,plate-385-bank-swallow.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/300-399/plate-385-bank-swallow.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/bank-swallow,/Users/estene/Documents/GitHub/audubon/inaturalist/bank-swallow/plate-385-bank-swallow.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/bank-swallow.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-343,ruddy-duck,plate-343-ruddy-duck.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/300-399/plate-343-ruddy-duck.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/ruddy-duck,/Users/estene/Documents/GitHub/audubon/inaturalist/ruddy-duck/plate-343-ruddy-duck.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/ruddy-duck.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-399,black-throated-green-warbler,plate-399-black-throated-green-warbler.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/300-399/plate-399-black-throated-green-warbler.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/black-throated-green-warbler,/Users/estene/Documents/GitHub/audubon/inaturalist/black-throated-green-warbler/plate-399-black-throated-green-warbler.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/black-throated-green-warbler.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-337,american-bittern,plate-337-american-bittern.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/300-399/plate-337-american-bittern.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/american-bittern,/Users/estene/Documents/GitHub/audubon/inaturalist/american-bittern/plate-337-american-bittern.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/american-bittern.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-383,long-eared-owl,plate-383-long-eared-owl.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/300-399/plate-383-long-eared-owl.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/long-eared-owl,/Users/estene/Documents/GitHub/audubon/inaturalist/long-eared-owl/plate-383-long-eared-owl.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/long-eared-owl.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-373,evening-grosbeak,plate-373-evening-grosbeak.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/300-399/plate-373-evening-grosbeak.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/evening-grosbeak,/Users/estene/Documents/GitHub/audubon/inaturalist/evening-grosbeak/plate-373-evening-grosbeak.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/evening-grosbeak.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-414,golden-winged-warbler,plate-414-golden-winged-warbler.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/400-435/plate-414-golden-winged-warbler.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/golden-winged-warbler,/Users/estene/Documents/GitHub/audubon/inaturalist/golden-winged-warbler/plate-414-golden-winged-warbler.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/golden-winged-warbler.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-401,red-breasted-merganser,plate-401-red-breasted-merganser.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/400-435/plate-401-red-breasted-merganser.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/red-breasted-merganser,/Users/estene/Documents/GitHub/audubon/inaturalist/red-breasted-merganser/plate-401-red-breasted-merganser.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/red-breasted-merganser.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-416,hairy-woodpecker,plate-416-hairy-woodpecker.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/400-435/plate-416-hairy-woodpecker.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/hairy-woodpecker,/Users/estene/Documents/GitHub/audubon/inaturalist/hairy-woodpecker/plate-416-hairy-woodpecker.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/hairy-woodpecker.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-405,semipalmated-sandpiper,plate-405-semipalmated-sandpiper.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/400-435/plate-405-semipalmated-sandpiper.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/semipalmated-sandpiper,/Users/estene/Documents/GitHub/audubon/inaturalist/semipalmated-sandpiper/plate-405-semipalmated-sandpiper.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/semipalmated-sandpiper.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
plate-415,brown-creeper,plate-415-brown-creeper.jpg,/Users/estene/Documents/GitHub/audubon/audubon_images/plates/400-435/plate-415-brown-creeper.jpg,Yes,/Users/estene/Documents/GitHub/audubon/inaturalist/brown-creeper,/Users/estene/Documents/GitHub/audubon/inaturalist/brown-creeper/plate-415-brown-creeper.jpg,,/Users/estene/Documents/GitHub/audubon/mosaics/brown-creeper.jpeg,/Users/estene/Documents/GitHub/audubon/displays/brown-creeper.jpeg
