id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
70668479,Sat Mar 06 2021 09:59:41 GMT-0500 (EST),2021-03-06,2021-03-06 14:59:41 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-03-06 15:36:24 UTC,2021-09-05 09:02:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70668479,https://inaturalist-open-data.s3.amazonaws.com/photos/114927338/medium.jpg,,"","I’m trying to distinguish between the male and female in this meeting pair. This one has uneven feathers on the back edge of the left wing. I think this one might be the female, based on mating photos. See next post.  Are there ways to distinguish females from males?",2,0,false,3,"Schuylkill River, Philadelphia, PA, US",39.9509218248,-75.1822716474,395,,,,395,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
70668663,Sat Mar 06 2021 09:59:41 GMT-0500 (EST),2021-03-06,2021-03-06 14:59:41 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-03-06 15:38:23 UTC,2021-03-07 22:08:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70668663,https://inaturalist-open-data.s3.amazonaws.com/photos/114927265/medium.jpg,,"","I’m trying to distinguish between the male and the female in this mating pair. This one has even feathers on the back edge of the left wing. I think this one might be the male, based on the mating photos. See previous post for the second falcon.",1,0,false,3,"Schuylkill River, Philadelphia, PA, US",39.9508621017,-75.182234778,395,,,,395,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
70669342,Sat Mar 06 2021 10:00:00 GMT-0500 (EST),2021-03-06,2021-03-06 15:00:00 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-03-06 15:51:31 UTC,2021-03-07 15:49:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70669342,https://inaturalist-open-data.s3.amazonaws.com/photos/114928331/medium.jpg,,"",Meeting sequence. Here I am posting the orange circle female.,1,0,false,3,"Chestnut St, Philadelphia, PA, US",39.953192128,-75.1794185561,395,,,,395,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
70669495,Sat Mar 06 2021 10:00:33 GMT-0500 (EST),2021-03-06,2021-03-06 15:00:33 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-03-06 15:55:17 UTC,2021-03-07 16:01:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70669495,https://inaturalist-open-data.s3.amazonaws.com/photos/114928713/medium.jpg,,"","Also see previous post. This is from the end of the meeting sequence. This is the mail leaving. And note the even feathers on the back edge of the left wing. I think this is how I can tell the birds apart, and distinguish the male from the female. ",1,0,false,3,"Chestnut St, Philadelphia, PA, US",39.9534974162,-75.179356221,395,,,,395,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
70871737,Tue Mar 09 2021 06:44:28 GMT-0500 (EST),2021-03-09,2021-03-09 11:44:28 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-03-09 12:05:02 UTC,2021-03-09 14:52:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70871737,https://inaturalist-open-data.s3.amazonaws.com/photos/115295014/medium.jpg,,"",The two Falcons were soaring together at 7 AM. Then one landed on the top of the FMC building. The other joined immediately and mated. 4 degrees C. ,1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9525547512,-75.1852432639,395,,,,395,,,false,,,Faucon pèlerin,Falco peregrinus,Peregrine Falcon,Aves,4647
70996132,Thu Mar 11 2021 07:39:14 GMT-0500 (EST),2021-03-11,2021-03-11 12:39:14 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-03-11 12:51:08 UTC,2021-05-07 16:20:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70996132,https://inaturalist-open-data.s3.amazonaws.com/photos/115516921/medium.jpg,,"","It is a beautiful morning, 6°C currently and going up to a high of 22C. This is 7:30 AM. The female was perched here. I could see the male at the same time, perched half a kilometer away where they live. He soared over. ",4,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9527487743,-75.1842605924,395,,,,395,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
71340137,Mon Mar 01 2021 13:46:20 GMT-0500 (EST),2021-03-01,2021-03-01 18:46:20 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-03-16 02:30:43 UTC,2021-03-16 03:34:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/71340137,https://inaturalist-open-data.s3.amazonaws.com/photos/116136216/medium.jpg,,"",This was the first time I saw a falcon perch on the FMC sign. ,1,0,false,3,"Highline Green, Philadelphia, PA, US",39.9523182925,-75.1860407319,142,,,,142,,,false,,,Faucon pèlerin,Falco peregrinus,Peregrine Falcon,Aves,4647
71806129,Fri Mar 19 2021 16:46:58 GMT-0400 (EDT),2021-03-19,2021-03-19 20:46:58 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-03-22 16:37:47 UTC,2021-03-22 19:34:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/71806129,https://inaturalist-open-data.s3.amazonaws.com/photos/116967527/medium.jpg,,"","Sometimes they sit here, across the river, on the old post office building.",1,0,false,3,"Market St, Philadelphia, PA, US",39.9536089092,-75.1819187865,395,,,,395,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
72010177,Wed Mar 24 2021 13:41:50 GMT-0400 (EDT),2021-03-24,2021-03-24 17:41:50 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-03-25 11:16:49 UTC,2021-03-25 12:40:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72010177,https://inaturalist-open-data.s3.amazonaws.com/photos/117335343/medium.jpg,,"",Off to hunt in the afternoon in the rain. ,1,0,false,3,"Arch St, Philadelphia, PA, US",39.9570579245,-75.1825674764,113,,,,113,,,false,,,Faucon pèlerin,Falco peregrinus,Peregrine Falcon,Aves,4647
72010341,Thu Mar 25 2021 06:59:31 GMT-0400 (EDT),2021-03-25,2021-03-25 10:59:31 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-03-25 11:21:45 UTC,2021-03-25 17:17:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72010341,https://inaturalist-open-data.s3.amazonaws.com/photos/117335687/medium.jpg,,"",Sitting in the fog at 7 AM. Then flying across the river to perch on the other side. ,1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9531834816,-75.1839546704,109,,,,109,,,false,,,Faucon pèlerin,Falco peregrinus,Peregrine Falcon,Aves,4647
72258600,Sun Mar 28 2021 08:34:15 GMT-0400 (EDT),2021-03-28,2021-03-28 12:34:15 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-03-28 12:39:46 UTC,2021-04-10 14:39:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72258600,https://inaturalist-open-data.s3.amazonaws.com/photos/117780052/medium.jpg,,"","8:30 in the morning on Sunday, 14°C, and sitting in the rain. ",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9530632418,-75.1828377445,144,,,,144,,,false,,,Faucon pèlerin,Falco peregrinus,Peregrine Falcon,Aves,4647
72332929,Sun Mar 28 2021 11:59:04 GMT-0400 (EDT),2021-03-28,2021-03-28 15:59:04 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-03-29 02:30:23 UTC,2021-04-10 14:39:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72332929,https://inaturalist-open-data.s3.amazonaws.com/photos/117914454/medium.jpg,,"",Landing. ,1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9530455766,-75.1828297906,108,,,,108,,,false,,,Faucon pèlerin,Falco peregrinus,Peregrine Falcon,Aves,4647
72487650,Tue Mar 30 2021 18:31:29 GMT-0400 (EDT),2021-03-30,2021-03-30 22:31:29 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-03-30 23:34:28 UTC,2021-04-10 14:38:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72487650,https://inaturalist-open-data.s3.amazonaws.com/photos/118191171/medium.jpg,,"",It’s like it is watching the sunset.  ,1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9518262777,-75.183160096,143,,,,143,,,false,,,Faucon pèlerin,Falco peregrinus,Peregrine Falcon,Aves,4647
72522566,Wed Mar 31 2021 08:11:04 GMT-0400 (EDT),2021-03-31,2021-03-31 12:11:04 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-03-31 12:51:56 UTC,2021-04-10 14:38:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72522566,https://inaturalist-open-data.s3.amazonaws.com/photos/118256840/medium.jpg,,"","I think it slept on the top of the FMC building last night. It was there last night when it got so dark I could not see it anymore. And it was there at 7 AM this morning. Here at 8 AM it took off, flew straight across to its home and only landed for five seconds, and then flew back to the top of the FMC building.",2,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9519148553,-75.1831066281,112,,,,112,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
72522837,Wed Mar 31 2021 08:17:59 GMT-0400 (EDT),2021-03-31,2021-03-31 12:17:59 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-03-31 12:56:29 UTC,2021-04-10 14:38:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72522837,https://inaturalist-open-data.s3.amazonaws.com/photos/118257267/medium.jpg,,"","And then shortly there after, it took off and went hunting.  ",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9518190822,-75.1831812948,96,,,,96,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
72798148,Sat Apr 03 2021 13:17:33 GMT-0400 (EDT),2021-04-03,2021-04-03 17:17:33 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-03 17:42:46 UTC,2021-04-10 14:37:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72798148,https://inaturalist-open-data.s3.amazonaws.com/photos/118759051/medium.jpg,,"","",2,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9518226744,-75.183213067,106,,,,106,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
72899043,Sun Apr 04 2021 10:33:02 GMT-0400 (EDT),2021-04-04,2021-04-04 14:33:02 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-04 15:40:48 UTC,2021-04-04 15:42:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72899043,https://inaturalist-open-data.s3.amazonaws.com/photos/118940529/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9521926343,-75.1944894593,92,,,,92,,open,false,,,Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,Aves,9083
72899540,Sun Apr 04 2021 11:19:10 GMT-0400 (EDT),2021-04-04,2021-04-04 15:19:10 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-04 15:44:57 UTC,2021-05-07 04:30:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72899540,https://inaturalist-open-data.s3.amazonaws.com/photos/118941288/medium.jpg,,"","",3,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9530859289,-75.1828619856,69,,,,69,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
72900070,Sun Apr 04 2021 11:23:20 GMT-0400 (EDT),2021-04-04,2021-04-04 15:23:20 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-04 15:50:22 UTC,2021-04-10 14:40:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72900070,https://inaturalist-open-data.s3.amazonaws.com/photos/118942226/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9529850879,-75.1828958535,96,,,,96,,,false,,,Faucon pèlerin,Falco peregrinus,Peregrine Falcon,Aves,4647
73072532,Mon Apr 05 2021 10:48:27 GMT-0400 (EDT),2021-04-05,2021-04-05 14:48:27 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-06 01:39:41 UTC,2021-04-10 14:36:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73072532,https://inaturalist-open-data.s3.amazonaws.com/photos/119250290/medium.jpg,,"",It was amazing how fast it was for it to fly from its perch to its home. Just a couple of seconds.,2,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9518258502,-75.1831883566,111,,,,111,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
73249296,Wed Apr 07 2021 17:22:05 GMT-0400 (EDT),2021-04-07,2021-04-07 21:22:05 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-08 00:18:52 UTC,2021-09-05 04:42:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73249296,https://inaturalist-open-data.s3.amazonaws.com/photos/119567622/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9518550004,-75.1831652325,76,,,,76,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
73345630,Thu Apr 08 2021 16:46:27 GMT-0400 (EDT),2021-04-08,2021-04-08 20:46:27 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-08 23:28:39 UTC,2021-04-10 14:36:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73345630,https://inaturalist-open-data.s3.amazonaws.com/photos/119728849/medium.jpg,,"","",2,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9518943939,-75.1831597111,56,,,,56,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
73346319,Thu Apr 08 2021 17:33:39 GMT-0400 (EDT),2021-04-08,2021-04-08 21:33:39 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-08 23:38:14 UTC,2021-04-10 14:40:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73346319,https://inaturalist-open-data.s3.amazonaws.com/photos/119730131/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9528948231,-75.1828956773,135,,,,135,,,false,,,Faucon pèlerin,Falco peregrinus,Peregrine Falcon,Aves,4647
73346565,Thu Apr 08 2021 18:18:54 GMT-0400 (EDT),2021-04-08,2021-04-08 22:18:54 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-08 23:41:52 UTC,2021-09-05 04:42:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73346565,https://inaturalist-open-data.s3.amazonaws.com/photos/119730609/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9530695367,-75.1828570904,80,,,,80,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
73452477,Fri Apr 09 2021 16:15:23 GMT-0400 (EDT),2021-04-09,2021-04-09 20:15:23 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-10 02:08:54 UTC,2021-04-10 14:35:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73452477,https://inaturalist-open-data.s3.amazonaws.com/photos/119919078/medium.jpg,,"","",2,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9518582048,-75.1831839667,24,,,,24,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
73452534,Fri Apr 09 2021 19:09:52 GMT-0400 (EDT),2021-04-09,2021-04-09 23:09:52 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-10 02:09:51 UTC,2021-04-10 14:41:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73452534,https://inaturalist-open-data.s3.amazonaws.com/photos/119919210/medium.jpg,,"","",2,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9529485619,-75.1829039028,42,,,,42,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
73492047,Sat Apr 10 2021 10:24:44 GMT-0400 (EDT),2021-04-10,2021-04-10 14:24:44 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-10 14:34:10 UTC,2021-04-12 11:03:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73492047,https://inaturalist-open-data.s3.amazonaws.com/photos/119989318/medium.jpg,,"","10:30 AM, preaching on the lookout.",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9531114654,-75.1828663447,24,,,,24,,,false,,,Faucon pèlerin,Falco peregrinus,Peregrine Falcon,Aves,4647
73536949,Sat Apr 10 2021 16:21:25 GMT-0400 (EDT),2021-04-10,2021-04-10 20:21:25 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-10 20:40:52 UTC,2021-04-10 21:10:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73536949,https://inaturalist-open-data.s3.amazonaws.com/photos/120062377/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9491268106,-75.1985537941,8,,,,8,,open,false,,,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,Aves,18463
73537583,Sat Apr 10 2021 16:25:37 GMT-0400 (EDT),2021-04-10,2021-04-10 20:25:37 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-10 20:45:22 UTC,2021-04-11 00:07:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73537583,https://inaturalist-open-data.s3.amazonaws.com/photos/120063320/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9491634746,-75.198406606,186,,,,186,,open,false,,,Red-tailed Hawk,Buteo jamaicensis,Red-tailed Hawk,Aves,5212
73650767,Sat Apr 10 2021 16:26:51 GMT-0400 (EDT),2021-04-10,2021-04-10 20:26:51 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-11 18:59:06 UTC,2021-04-11 19:00:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73650767,https://inaturalist-open-data.s3.amazonaws.com/photos/120267200/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9491272966,-75.1981847084,74,,,,74,,open,false,,,Pygargue à tête blanche,Haliaeetus leucocephalus,Bald Eagle,Aves,5305
73929096,Tue Apr 13 2021 15:39:00 GMT-0400 (EDT),2021-04-13,2021-04-13 19:39:00 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-14 11:06:16 UTC,2021-04-14 12:29:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73929096,https://inaturalist-open-data.s3.amazonaws.com/photos/120767972/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9518433042,-75.1831951672,66,,,,66,,,false,,,Faucon pèlerin,Falco peregrinus,Peregrine Falcon,Aves,4647
73975487,Wed Apr 14 2021 15:00:40 GMT-0400 (EDT),2021-04-14,2021-04-14 19:00:40 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-14 20:18:39 UTC,2021-04-15 05:01:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/73975487,https://inaturalist-open-data.s3.amazonaws.com/photos/120847194/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9518613833,-75.1831732908,39,,,,39,,,false,,,Faucon pèlerin,Falco peregrinus,Peregrine Falcon,Aves,4647
74050937,Thu Apr 15 2021 10:47:45 GMT-0400 (EDT),2021-04-15,2021-04-15 14:47:45 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-15 15:55:51 UTC,2021-04-16 03:01:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74050937,https://inaturalist-open-data.s3.amazonaws.com/photos/120982150/medium.jpg,,"","",2,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9530646049,-75.1828719799,138,,,,138,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
74078736,Thu Apr 15 2021 16:31:08 GMT-0400 (EDT),2021-04-15,2021-04-15 20:31:08 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-15 21:04:11 UTC,2021-04-16 02:52:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74078736,https://inaturalist-open-data.s3.amazonaws.com/photos/121029995/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9518371225,-75.1832964807,24,,,,24,,,false,,,Faucon pèlerin,Falco peregrinus,Peregrine Falcon,Aves,4647
74281835,Sat Apr 17 2021 15:31:44 GMT-0400 (EDT),2021-04-17,2021-04-17 19:31:44 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-17 20:08:09 UTC,2021-05-07 02:52:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74281835,https://inaturalist-open-data.s3.amazonaws.com/photos/121511257/medium.jpg,,"","",2,0,false,3,"Grays Ferry, Philadelphia, PA, US",39.9431086832,-75.2017388162,395,,,,395,,,false,,,Faucon pèlerin,Falco peregrinus,Peregrine Falcon,Aves,4647
74467593,Sun Apr 18 2021 17:38:23 GMT-0400 (EDT),2021-04-18,2021-04-18 21:38:23 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-19 01:17:28 UTC,2021-09-05 04:40:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74467593,https://inaturalist-open-data.s3.amazonaws.com/photos/121707882/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.95185442,-75.1831905349,40,,,,40,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
74622013,Mon Apr 19 2021 18:54:03 GMT-0400 (EDT),2021-04-19,2021-04-19 22:54:03 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-20 12:24:55 UTC,2021-04-20 15:08:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74622013,https://inaturalist-open-data.s3.amazonaws.com/photos/121984240/medium.jpg,,"","",2,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9518298842,-75.1831555433,109,,,,109,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
74904199,Thu Apr 22 2021 11:26:18 GMT-0400 (EDT),2021-04-22,2021-04-22 15:26:18 UTC,Eastern Time (US & Canada),2895759,mgnc0,2021-04-23 02:47:53 UTC,2021-04-23 02:56:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/74904199,https://inaturalist-open-data.s3.amazonaws.com/photos/122481432/medium.jpg,,"","",1,0,false,3,"Bartram's Garden, Philadelphia, PA, US",39.9341513595,-75.2097544708,175,,,,175,,open,false,,,Yellow-rumped Warbler,Setophaga coronata,Yellow-rumped Warbler,Aves,145245
75004922,Wed Apr 21 2021 06:47:11 GMT-0400 (EDT),2021-04-21,2021-04-21 10:47:11 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-24 03:36:00 UTC,2021-05-07 02:30:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75004922,https://inaturalist-open-data.s3.amazonaws.com/photos/122657365/medium.jpg,,"","",2,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9519762905,-75.1829140174,127,,,,127,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
75728487,Thu Apr 29 2021 17:00:41 GMT-0400 (EDT),2021-04-29,2021-04-29 21:00:41 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-04-30 01:45:40 UTC,2021-04-30 16:58:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/75728487,https://inaturalist-open-data.s3.amazonaws.com/photos/123926360/medium.jpg,,"","",2,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9518473662,-75.1831828561,101,,,,101,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
76318242,Sat May 01 2021 14:51:30 GMT-0400 (EDT),2021-05-01,2021-05-01 18:51:30 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-01 22:22:23 UTC,2021-05-03 11:43:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76318242,https://inaturalist-open-data.s3.amazonaws.com/photos/124842846/medium.jpg,,"",Here is the male. In the last photo there’s a good view of tags.,2,0,false,3,"Children's Hospital of Philadelphia, Philadelphia, PA, US",39.947070537,-75.1959085574,57,,,,57,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
76319320,Sat May 01 2021 14:53:12 GMT-0400 (EDT),2021-05-01,2021-05-01 18:53:12 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-01 22:25:37 UTC,2021-05-02 01:36:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76319320,https://inaturalist-open-data.s3.amazonaws.com/photos/124844696/medium.jpg,,"","And here is the female, also see previous post.",1,0,false,3,"Children's Hospital of Philadelphia, Philadelphia, PA, US",39.9470928961,-75.1959259081,24,,,,24,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
77370737,Tue May 04 2021 14:01:07 GMT-0400 (EDT),2021-05-04,2021-05-04 18:01:07 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-04 23:55:27 UTC,2021-05-06 21:15:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/77370737,https://inaturalist-open-data.s3.amazonaws.com/photos/126528429/medium.jpg,,"","",2,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9530962851,-75.1828521707,45,,,,45,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
77371113,Tue May 04 2021 15:53:52 GMT-0400 (EDT),2021-05-04,2021-05-04 19:53:52 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-04 23:57:56 UTC,2021-05-05 00:13:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/77371113,https://inaturalist-open-data.s3.amazonaws.com/photos/126529073/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9464312426,-75.1966194488,54,,,,54,,open,false,,,Red-bellied Woodpecker,Melanerpes carolinus,Red-bellied Woodpecker,Aves,18205
77371733,Tue May 04 2021 16:23:21 GMT-0400 (EDT),2021-05-04,2021-05-04 20:23:21 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-05 00:02:59 UTC,2021-05-05 00:12:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/77371733,https://inaturalist-open-data.s3.amazonaws.com/photos/126530203/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9475468159,-75.1977002454,107,,,,107,,open,false,,,Blue Jay,Cyanocitta cristata,Blue Jay,Aves,8229
77371827,Tue May 04 2021 16:56:25 GMT-0400 (EDT),2021-05-04,2021-05-04 20:56:25 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-05 00:04:12 UTC,2021-05-06 21:14:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/77371827,https://inaturalist-open-data.s3.amazonaws.com/photos/126530442/medium.jpg,,"","",3,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9475337569,-75.1967433081,124,,,,124,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
